205,206,109,110
106,119,109,110
191,192,191,106
2191,132,157,158
192,308,202,324
131,132,127,199
178,179,178,4201
191,106,109,228
198,2148,196,197
191,106,2217,2216
189,189,119,144
121,106,2217,2216
121,106,205,122
189,4237,4238,2191
6259,109,127,128
182,6291,2048,2048
2158,112,100,128
198,2234,170,185
4192,6404,2217,2216
121,195,2217,2216
2233,2218,213,199
135,6404,2217,2216
163,119,111,180
127,128,111,4211
4262,4263,2163,4211
4262,4263,166,167
127,2305,0,0
191,192,227,228
32802,34868,32812,34878
34877,34860,34889,34888
34887,34886,32768,32768
32768,32768,32768,32768
32840,32841,34895,34894
34893,34892,32768,32768
32768,32768,32768,32768
32768,32831,0,0
0,0,192,106
32802,34868,44,2110
32832,32811,70,71
0,0,0,0
192,106,32787,0
78,79,178,179
2119,2118,0,0
72,73,6144,6144
6239,189,94,4238
178,179,131,2157
202,110,111,112
6270,6269,111,112
202,110,162,163
157,158,192,106
194,195,163,119
192,106,0,0
