0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,361,362,363,364,365,366,0,0,0,0,0,0,0,0,0,0,360,361,362,363,364,365,366,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,368,369,370,371,372,373,374,0,0,0,0,0,0,0,0,0,367,368,369,370,371,372,373,374,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,376,0,377,378,379,380,0,0,0,0,0,0,0,0,0,0,375,376,0,377,378,379,380,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,382,383,384,385,386,387,0,0,0,0,0,0,0,0,0,0,381,382,383,384,385,386,387,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,388,389,370,390,218,391,0,0,0,0,0,0,0,0,0,0,367,388,389,370,390,218,391,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,361,362,363,364,365,366,0,0,0,0,0,0,0,0,0,0,360,361,362,363,364,365,366,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,368,369,370,371,372,373,374,0,0,0,0,0,0,0,0,0,367,368,369,370,371,372,373,374,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,392,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,376,0,377,378,379,380,0,0,0,0,0,0,0,0,0,0,375,376,0,377,378,379,380,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,394,395,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,382,383,384,385,386,387,0,0,0,0,0,0,0,0,0,0,381,382,383,384,385,386,387,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,397,216,0,0,0,0,0,0,0,0,0,0,0,0,0,367,388,389,370,390,218,391,0,0,0,0,0,0,0,0,0,0,367,388,389,370,390,218,391,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,360,0,0,363,398,0,0,0,0,0,0,0,0,0,0,0,0,360,361,362,363,364,365,366,0,0,0,0,0,0,0,0,0,0,360,361,362,363,364,365,366,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,367,368,0,370,371,399,0,0,0,0,0,0,0,0,0,0,0,367,368,369,370,371,372,373,374,0,0,0,0,0,0,0,0,0,367,368,369,370,371,372,373,374,0,0,0,0,0,0,0,0,0,0
