0,103,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,303,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,103,9,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,103,303,9,9,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,103,0,303,9,9,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,103,303,0,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,0,303,14,0,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,303,0,0,0,0,9,9,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,103,9,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0
0,0,303,9,0,0,0,0,9,9,14,0,0,0,0,0,0,0,0,0,495,71,0,0,0,0
0,0,0,9,9,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,270,71,0,0,0,0
0,0,0,103,9,9,0,0,0,43,9,14,0,0,0,0,0,0,0,0,67,71,0,0,0,0
0,103,103,103,303,9,9,0,0,0,0,14,0,0,0,0,0,0,0,0,0,71,0,0,0,0
0,0,303,303,303,9,9,9,0,194,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0
0,0,103,9,9,9,9,9,9,9,14,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0
0,0,103,303,9,9,9,9,9,14,14,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0
0,0,0,303,9,9,9,9,9,14,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0
0,0,103,103,9,9,9,9,9,14,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0
0,0,103,303,303,9,9,9,9,14,0,0,67,0,0,0,0,0,0,0,0,71,0,0,0,0
0,0,103,303,9,9,9,9,9,14,0,0,0,65,0,0,0,0,0,0,0,71,0,0,0,0
0,0,103,303,9,9,9,9,9,14,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0
0,0,0,303,9,9,9,9,9,14,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0
0,0,0,3,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0
0,0,0,3,2,9,9,9,9,14,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0
0,0,3,3,2,2,9,9,9,149,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0
0,0,0,2,2,2,2,9,9,149,0,0,65,0,0,0,0,0,0,0,0,71,0,0,0,0
0,0,0,638,2,2,2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,303,2,2,2,2,0,0,0,0,0,72,48,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,9,2,2,2,208,209,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3,9,195,2,0,212,213,77,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,43,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
