0,0,0,0,0,0,0,0,0,0,0,0,0
14,6,22,21,10,15,0,0,0,0,0,0,0
19,26,5,10,497,498,18,0,0,0,0,0,0
16,115,20,8,9,499,535,15,0,0,0,0,0
128,151,27,23,6,22,500,536,18,0,0,0,0
14,24,147,66,26,284,283,88,282,0,0,0,0
19,26,27,67,111,0,0,0,0,0,0,0,0
16,115,20,33,25,0,0,0,0,0,0,0,0
128,151,27,23,68,0,0,0,0,0,0,0,0
39,24,147,66,17,0,128,10,22,15,0,0,0
0,40,27,67,111,0,668,144,497,535,18,0,0
0,0,41,33,25,0,600,624,186,499,535,15,0
0,0,0,40,68,0,600,139,627,106,500,536,18
0,0,0,0,71,0,39,139,140,624,767,88,30
0,0,0,0,0,0,0,40,140,139,375,13,32
0,0,0,0,0,0,0,0,41,139,146,13,32
0,0,0,0,0,0,0,0,0,40,146,13,32
0,0,0,0,0,0,0,0,0,0,71,43,43
