0,1,1,1,1,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0,0
0,2,435,435,435,0,0,0,0,0,0,0,0
0,2,201,475,475,642,0,0,0,0,0,0,0
0,2,201,750,584,751,642,0,3,0,0,0,0
0,2,752,753,476,754,690,642,45,133,0,0,0
0,2,0,755,756,477,757,691,642,758,0,0,0
0,2,0,0,759,530,760,761,762,478,0,0,0
0,2,0,0,0,763,764,701,699,765,0,0,0
0,0,0,0,0,119,766,0,0,319,0,0,0
0,0,0,0,0,119,45,0,0,0,319,0,0
0,0,0,0,0,119,45,0,0,0,0,319,0
0,0,0,0,0,138,123,479,0,0,0,0,488
0,0,0,0,0,0,0,0,480,0,130,0,0
0,0,0,0,0,0,0,0,0,469,131,132,0
0,0,0,0,0,0,0,0,0,0,480,231,59
0,0,0,0,0,0,0,0,0,0,0,735,0
0,0,0,0,0,0,0,0,0,0,0,0,0
