0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,15,16,14,21,15,16,14,21,0,0,0,0,0,0,0,0
432,27,430,17,18,19,430,17,18,19,0,0,0,0,0,0,0
428,28,20,14,21,15,16,14,21,15,16,0,0,0,0,0,0
429,23,22,23,18,19,430,17,18,19,430,17,0,0,0,0,0
431,25,24,25,24,15,16,14,21,15,16,14,21,0,0,0,0
432,27,26,27,26,499,136,136,136,136,136,136,136,136,0,0,0
428,28,20,28,20,500,136,0,0,0,310,310,310,0,0,0,0
429,23,22,23,22,378,136,0,0,0,599,198,198,0,0,0,0
0,25,24,25,24,537,136,0,0,0,162,737,342,0,0,0,0
0,0,26,27,26,499,136,0,0,0,0,223,0,0,0,0,0
0,0,0,28,20,500,136,0,0,0,0,0,0,0,0,0,0
0,0,0,0,22,378,136,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,537,52,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,226,124,125,0,0,0,0,0,0,0,0,0
0,0,0,0,0,127,128,129,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,130,130,0,0,0,0,0,0,0,0,0
