0,333,333,333,333,333,333,333,333,0,0,0,0,0,0,0,0
0,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,334,0,0,0,191,61,191,61,191,61,191,61,0,0,0,0
0,334,0,0,0,258,4,192,4,192,4,192,4,192,0,0,0
0,334,0,0,0,83,337,7,7,7,146,735,146,7,426,0,0
0,334,0,0,0,258,434,7,7,7,523,552,553,29,315,0,0
0,334,0,0,0,83,337,7,7,7,538,32,32,29,539,112,0
0,0,0,0,0,258,434,7,7,311,303,349,349,349,590,112,0
0,0,0,0,0,83,337,7,7,311,496,9,72,72,72,459,0
0,0,0,0,0,258,434,7,7,311,496,497,313,313,313,313,0
0,0,0,0,0,83,337,7,7,311,496,497,144,272,272,272,272
0,0,0,0,0,0,736,540,498,498,496,497,144,112,0,0,0
0,0,0,0,0,0,532,533,426,0,0,497,144,112,0,0,0
0,0,0,0,0,0,541,542,444,0,0,0,144,112,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0
