0,0,0,0,0,0,0,0,0,0,0,94,94,2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,61,62,62,3,0,0,0,0
0,0,94,94,2,0,0,0,0,0,33,10,43,12,13,7,0,0,0
0,0,100,62,62,3,4,4,0,789,790,0,44,63,6,64,18,0,0
0,0,100,41,41,13,40,26,16,33,65,0,32,113,113,165,18,0,0
0,0,66,12,12,13,40,26,27,22,0,0,0,67,68,102,0,0,0
0,0,0,69,69,69,69,69,69,791,69,69,69,67,68,102,0,0,0
0,0,0,61,70,70,70,70,70,70,70,70,70,110,792,71,0,0,0
0,0,69,61,101,41,41,12,12,43,43,43,43,793,173,167,0,0,0
0,0,100,70,101,41,41,13,9,9,9,9,9,9,281,794,794,0,0
0,0,100,41,41,41,41,13,40,26,26,26,26,26,795,789,0,34,0
0,72,72,72,72,41,41,13,40,15,15,15,15,15,252,796,796,34,0
0,73,797,797,57,798,799,13,40,27,800,800,800,800,800,96,801,802,0
0,795,803,0,804,798,111,805,806,27,22,69,69,1,0,0,0,0,0
0,795,109,807,804,257,111,808,809,810,22,61,70,70,19,35,35,0,0
0,252,797,811,811,257,74,812,809,120,75,10,43,43,24,37,38,39,0
0,0,813,76,77,78,79,814,809,120,75,0,80,81,9,40,26,27,22
0,0,0,813,82,83,815,816,276,120,75,0,84,85,15,15,15,27,22
0,0,0,0,36,36,36,36,36,36,75,0,0,86,800,800,800,800,22
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
