0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
0,2,0,797,0,0,797,0,0,797,0,0,797,0,53,53,0,0,0,0,0
0,2,0,0,798,0,0,798,0,0,798,0,0,798,799,105,106,0,0,0,0
0,2,0,800,801,802,0,87,802,87,0,802,0,801,802,803,804,109,0,0,0
0,2,0,800,805,806,807,89,90,89,90,808,808,0,809,810,811,812,109,0,0
0,2,0,0,805,813,814,223,815,0,815,816,817,817,818,810,819,811,812,109,0
0,2,0,820,0,821,822,0,93,93,93,93,823,824,825,819,819,0,826,826,117
0,2,0,59,827,0,828,828,188,0,0,0,0,0,0,829,93,93,188,0,0
0,2,0,59,830,831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,59,830,84,832,0,0,0,0,33,33,33,33,0,0,0,0,0,0
0,2,0,59,830,84,833,77,0,0,0,834,835,836,837,36,0,0,0,0,0
0,2,0,78,838,84,833,77,0,0,0,839,840,841,842,79,0,0,0,0,0
0,2,0,0,69,85,833,77,0,0,0,843,844,845,846,847,0,0,0,0,0
0,2,140,848,0,69,849,77,0,0,0,37,850,851,852,38,0,0,0,0,0
0,2,0,853,854,0,74,77,0,0,0,0,39,80,80,40,41,0,0,0,0
0,0,0,0,855,856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,858,0,0,0,0,0,0,0,0,0,101,101,101,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,859,859,102,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,116,116,83
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
