0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11,0,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11,13,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11,13,12,10,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,13,12,12,12,12,14,171,171,171,171,171,171,171,171,171,171,171,171,171,780,0,0
0,13,0,14,12,12,12,14,4,4,4,4,4,4,4,4,4,4,4,4,4,15,0,0
0,10,12,0,14,12,12,14,4,4,4,4,4,4,4,4,4,4,4,4,4,15,0,0
0,11,12,14,0,0,12,14,4,4,4,4,4,4,4,4,4,4,4,4,4,15,0,0
0,0,13,14,0,0,0,14,4,4,4,4,4,4,4,4,4,4,4,4,4,15,0,0
0,11,10,12,14,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,15,0,0
0,11,13,12,12,10,0,171,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,17
0,0,13,12,12,12,10,4,4,4,4,4,4,4,4,4,4,4,4,4,4,18,18,15
0,0,0,12,12,12,12,0,4,4,4,4,4,4,4,4,4,4,4,4,4,15,19,19
0,0,0,0,12,12,12,14,4,4,4,4,4,4,4,4,4,4,4,4,4,15,0,0
0,0,0,0,10,12,12,14,4,4,4,4,4,4,4,4,4,4,4,4,4,15,0,0
0,0,0,0,0,12,12,14,4,4,4,4,4,4,4,4,4,4,4,4,4,15,0,0
0,0,0,0,0,0,12,14,4,4,4,4,4,4,4,4,4,4,4,4,4,15,0,0
0,0,0,0,0,0,0,14,18,18,18,18,18,18,18,18,18,18,18,18,18,15,0,0
0,0,0,0,0,0,0,0,19,19,19,19,19,19,19,19,19,19,19,19,19,19,0,0
